epoch,loss_decrease,loss_positive,step,train_loss,val_loss
28,0.0,0.0,4499,0.0,
28,0.5718218088150024,0.0,4549,0.5718218088150024,
28,,,4552,,0.09043633937835693
29,0.16643008589744568,0.006968931760638952,4599,0.17339901626110077,
29,0.1496342420578003,0.0037582460790872574,4649,0.153392493724823,
29,0.0,0.0,4699,0.0,
29,,,4709,,0.09385780245065689
30,0.06581464409828186,0.0,4749,0.06581464409828186,
30,0.2475571185350418,0.015889335423707962,4799,0.2634464502334595,
30,0.0,0.0,4849,0.0,
30,,,4866,,0.2948859632015228
31,0.006808118429034948,0.006135330535471439,4899,0.0129434484988451,
31,0.0,0.01139341201633215,4949,0.01139341201633215,
31,0.0,0.0,4999,0.0,
31,,,5023,,0.04149305447936058
32,0.03847920522093773,0.0,5049,0.03847920522093773,
32,0.039309825748205185,0.0,5099,0.039309825748205185,
32,0.0,0.0,5149,0.0,
32,,,5180,,0.033996038138866425
33,0.04738427698612213,0.0,5199,0.04738427698612213,
33,0.009520635940134525,0.0,5249,0.009520635940134525,
33,0.09915361553430557,0.0016057501779869199,5299,0.1007593646645546,
33,,,5337,,0.05074591189622879
34,0.010139597579836845,0.0,5349,0.010139597579836845,
34,0.02198643982410431,0.00728639867156744,5399,0.029272839426994324,
34,0.0,0.001287633553147316,5449,0.001287633553147316,
34,,,5494,,0.014732349663972855
35,0.19033564627170563,0.0,5499,0.19033564627170563,
35,0.0,0.0,5549,0.0,
35,0.05620977655053139,0.0,5599,0.05620977655053139,
35,0.01927102729678154,0.0,5649,0.01927102729678154,
35,,,5651,,0.026567848399281502
36,0.014605499804019928,0.0,5699,0.014605499804019928,
36,0.08561532199382782,0.0,5749,0.08561532199382782,
36,0.01903674751520157,0.0040285624563694,5799,0.02306530997157097,
36,,,5808,,0.039048969745635986
37,0.1048201322555542,0.0038081053644418716,5849,0.10862823575735092,
37,0.09092290699481964,0.0,5899,0.09092290699481964,
37,0.0,0.0018539812881499529,5949,0.0018539812881499529,
37,,,5965,,0.06947456300258636
38,0.3546536862850189,0.0,5999,0.3546536862850189,
38,0.044062890112400055,0.0,6049,0.044062890112400055,
38,0.0,0.0,6099,0.0,
38,,,6122,,0.03151249885559082
39,0.025198224931955338,0.0,6149,0.025198224931955338,
39,0.0,0.0,6199,0.0,
39,0.0,0.0,6249,0.0,
39,,,6279,,0.12280071526765823
40,0.03839876130223274,0.0,6299,0.03839876130223274,
40,0.0,0.0,6349,0.0,
40,0.0,0.00020105957810301334,6399,0.00020105957810301334,
40,,,6436,,0.07295700907707214
41,0.003658618312329054,0.0,6449,0.003658618312329054,
41,0.0,0.0,6499,0.0,
41,0.21933144330978394,0.0,6549,0.21933144330978394,
41,,,6593,,0.07714487612247467
42,0.008789878338575363,0.0,6599,0.008789878338575363,
42,0.18573740124702454,0.009375099092721939,6649,0.19511249661445618,
42,0.0,0.0,6699,0.0,
42,0.0,0.0,6749,0.0,
42,,,6750,,0.3275395631790161
43,0.5257587432861328,0.0007649986655451357,6799,0.526523768901825,
43,0.23916414380073547,0.0,6849,0.23916414380073547,
43,0.003422375302761793,0.0,6899,0.003422375302761793,
43,,,6907,,0.016379978507757187
44,0.11774254590272903,0.0,6949,0.11774254590272903,
44,0.0,0.0,6999,0.0,
44,0.0,0.0027753026224672794,7049,0.0027753026224672794,
44,,,7064,,0.029479382559657097
