epoch,loss_control,loss_decrease,loss_positive,step,train_loss,val_loss
0,0.0,0.0026152320206165314,0.004036647267639637,49,9.275862693786621,
0,0.0,0.0012614456936717033,0.0005265608779154718,99,3.0571091175079346,
0,0.0,0.0008688770467415452,0.0007278730627149343,149,2.4721903800964355,
0,0.0,0.001074852654710412,0.00039426490548066795,199,2.5514707565307617,
0,0.0,0.0013527015689760447,0.004284782335162163,249,6.997530937194824,
0,0.0,0.00231392914429307,0.001382719841785729,299,6.019447326660156,
0,,,,312,,1.601503610610962
1,0.0,0.001664880197495222,0.0015256719198077917,349,4.863714218139648,
1,0.0,0.0017030814196914434,0.002625382738187909,399,6.040140628814697,
1,0.0,0.0015463558956980705,0.0005675920401699841,449,3.6682732105255127,
1,0.0,0.0010498091578483582,0.0003584934747777879,499,2.4648308753967285,
1,0.0,0.0014952861238270998,0.0011460153618827462,549,4.144869804382324,
1,0.0,0.0014001623494550586,0.0002879775711335242,599,3.0972084999084473,
1,,,,625,,1.3818832635879517
2,0.0,0.0016312100924551487,0.0020170174539089203,649,5.288344860076904,
2,0.0,0.002215077169239521,0.0009979704627767205,699,5.436875820159912,
2,0.0,0.0018431202042847872,0.0012685921974480152,749,4.9620208740234375,
2,0.0,0.0008508311584591866,0.0007646069279871881,799,2.473008155822754,
2,0.0,0.001381319365464151,0.001371651771478355,849,4.143041610717773,
2,0.0,0.0008580835419707,0.0008432083996012807,899,2.567657709121704,
2,,,,938,,0.9770967364311218
3,0.0,0.0016380103770643473,0.0032209292985498905,949,6.503513336181641,
3,0.0,0.0006781370611861348,0.00012012067600153387,999,1.4831138849258423,
3,0.0,0.0005448561860248446,0.0006110490066930652,1049,1.7081056833267212,
3,0.0,0.0010163449915125966,0.0006582754431292415,1099,2.697840929031372,
3,0.0,0.0007471205899491906,0.001856399467214942,1149,3.3567352294921875,
3,0.0,0.0006520095048472285,0.0004816974396817386,1199,1.7924120426177979,
3,0.0,0.0008048102026805282,0.0015687153209000826,1249,3.185211658477783,
3,,,,1251,,0.8683156967163086
4,0.0,0.000895293487701565,0.00028555028256960213,1299,2.085745096206665,
4,0.0,0.000850799260661006,0.0013188989832997322,1349,3.028956651687622,
4,0.0,0.0011289501562714577,0.0015936559066176414,1399,3.8590569496154785,
4,0.0,0.0005298063042573631,0.0007773807737976313,1449,1.8446505069732666,
4,0.0,0.0005669368547387421,0.00015857415564823896,1499,1.299479365348816,
4,0.0,0.0007796755526214838,0.0006467138300649822,1549,2.2132530212402344,
4,,,,1564,,0.48967254161834717
5,0.0,0.0005297778407111764,0.00032990635372698307,1599,1.396962285041809,
5,0.0,0.0010148402070626616,0.0006691440939903259,1649,2.707887649536133,
5,0.0,0.0005864575505256653,0.0004463371296878904,1699,1.6272215843200684,
5,0.0,0.0007971979212015867,0.000852051074616611,1749,2.454728841781616,
5,0.0,0.00045643039629794657,0.0002832973259501159,1799,1.2022526264190674,
5,0.0,0.0015155519358813763,0.002477673813700676,1849,5.518466472625732,
5,,,,1877,,0.7432858943939209
6,0.0,0.00041256839176639915,0.0004489811253733933,1899,1.2802085876464844,
6,0.0,0.0006586199160665274,0.0007396035362035036,1949,2.064188003540039,
6,0.0,0.0008184461621567607,0.0006630127900280058,1999,2.3067808151245117,
6,0.0,0.0015047418419271708,0.001503682928159833,2049,4.521760940551758,
6,0.0,0.0003698419313877821,8.482470730086789e-05,2099,0.8302901387214661,
6,0.0,0.0005824454128742218,0.00041415609302930534,2149,1.5854535102844238,
6,,,,2190,,0.8031285405158997
7,0.0,0.000685892126057297,0.0007789186201989651,2199,2.156729221343994,
7,0.0,0.0005511209601536393,0.0005237960140220821,2249,1.6330699920654297,
7,0.0,0.0009403606527484953,0.00021674975869245827,2299,2.1049716472625732,
7,0.0,0.0016294432571157813,0.0015568947419524193,2349,4.824844837188721,
7,0.0,0.0007460893830284476,0.0003712624602485448,2399,1.871566891670227,
7,0.0,0.00036226879456080496,0.0002469632891006768,2449,0.976969838142395,
7,0.0,0.000638167024590075,9.242851956514642e-05,2499,1.3759504556655884,
7,,,,2503,,0.6664751172065735
8,0.0,0.0005178443971090019,0.0001683801383478567,2549,1.211100697517395,
8,0.0,0.000562175817321986,0.00040052609983831644,2599,1.5320653915405273,
8,0.0,0.00045675935689359903,4.80479393445421e-05,2649,0.9694396257400513,
8,0.0,0.0006049951771274209,0.00046646359260194004,2699,1.6839547157287598,
8,0.0,0.0006072117248550057,0.00013054563896730542,2749,1.3510630130767822,
8,0.0,0.00046738272067159414,0.0004672702634707093,2799,1.4092236757278442,
8,,,,2816,,0.39779630303382874
9,0.0,0.0003141034103464335,0.00017329203546978533,2849,0.8077491521835327,
9,0.0,0.00039830536115914583,0.00021705447579734027,2899,1.0209146738052368,
9,0.0,0.0003621733048930764,0.00019642148981802166,2949,0.9270427823066711,
9,0.0,0.00019645661814138293,0.0,2999,0.399433434009552,
9,0.0,0.0005354739259928465,0.000310483475914225,3049,1.388150691986084,
9,0.0,0.00030044859158806503,0.0005496046505868435,3099,1.1564399003982544,
9,,,,3129,,0.6748124361038208
10,0.0,0.0002459215756971389,5.290816989145242e-05,3149,0.5505050420761108,
10,0.0,0.00035536670475266874,4.0162929508369416e-05,3199,0.7575623989105225,
10,0.0,0.00033011770574375987,4.372202602098696e-05,3249,0.7104830741882324,
10,0.0,0.0003709575976245105,9.530328679829836e-05,3299,0.8437314629554749,
10,0.0,0.00013201814726926386,0.0001698913547443226,3349,0.438295841217041,
10,0.0,0.00044616032391786575,0.0004817585286218673,3399,1.381878137588501,
10,,,,3442,,0.3895535171031952
11,0.0,0.00045334239257499576,3.720724998856895e-05,3449,0.9520171880722046,
11,0.0,0.0005264173378236592,0.0005800630897283554,3499,1.6395056247711182,
11,0.0,0.0003595332964323461,0.00030600320314988494,3549,1.0303828716278076,
11,0.0,0.0003099637688137591,2.241535003122408e-05,3599,0.648878276348114,
11,0.0,0.0003791250055655837,1.9064013031311333e-05,3649,0.7845015525817871,
11,0.0,0.000299634353723377,3.139251930406317e-05,3699,0.6373804211616516,
11,0.0,0.0005082899006083608,0.00017366242536809295,3749,1.1968050003051758,
11,,,,3755,,0.6581668257713318
12,0.0,0.0003171783755533397,0.00014274580462370068,3799,0.783821702003479,
12,0.0,0.00030360158416442573,0.0,3849,0.6133416891098022,
12,0.0,0.0003989111864939332,0.0001026653335429728,3899,0.9092378616333008,
12,0.0,0.0002587121562100947,3.4278556995559484e-05,3949,0.5592721700668335,
12,0.0,0.0006817467510700226,0.0002901734842453152,3999,1.6614800691604614,
12,0.0,0.00044891732977703214,8.46730763441883e-05,4049,0.9906774759292603,
12,,,,4068,,0.2462795376777649
13,0.0,0.00015533789701294154,7.376381836365908e-05,4099,0.3907879590988159,
13,0.0,0.0003328628372400999,0.0002889424213208258,4149,0.9608206748962402,
13,0.0,0.0004107464337721467,0.00013846052752342075,4199,0.9663649797439575,
13,0.0,0.0003941679315175861,0.00024103269970510155,4249,1.0346815586090088,
