epoch,loss_decrease,loss_positive,step,train_loss,val_loss
15,0.3911292254924774,0.0,2499,0.3911292254924774,
15,,,2511,,0.9724441170692444
16,0.03243240341544151,0.0,2549,0.03243240341544151,
16,0.0827106460928917,0.0,2599,0.0827106460928917,
16,0.016758624464273453,0.0,2649,0.016758624464273453,
16,,,2668,,0.19801536202430725
17,0.32260873913764954,0.0,2699,0.32260873913764954,
17,0.42595747113227844,0.002706852974370122,2749,0.42866432666778564,
17,0.10778868943452835,0.0,2799,0.10778868943452835,
17,,,2825,,0.2911319136619568
18,0.28864458203315735,0.0,2849,0.28864458203315735,
18,0.01941162534058094,0.0,2899,0.01941162534058094,
18,0.2832741141319275,0.0,2949,0.2832741141319275,
18,,,2982,,0.2243381291627884
19,0.0,0.0,2999,0.0,
19,0.10544802993535995,0.008519826456904411,3049,0.11396785825490952,
19,0.014594372361898422,0.0,3099,0.014594372361898422,
19,,,3139,,0.021866001188755035
20,0.1940242350101471,0.0,3149,0.1940242350101471,
20,0.024324936792254448,0.0,3199,0.024324936792254448,
20,0.01224613282829523,0.0,3249,0.01224613282829523,
20,,,3296,,0.4252350330352783
21,2.0893666744232178,0.03489605709910393,3299,2.124262809753418,
21,0.02716759406030178,0.0,3349,0.02716759406030178,
21,0.0,0.004052997101098299,3399,0.004052997101098299,
21,0.28733739256858826,0.0029215330723673105,3449,0.29025891423225403,
21,,,3453,,0.10307212918996811
22,0.16537410020828247,0.0,3499,0.16537410020828247,
22,0.226334810256958,0.0,3549,0.226334810256958,
22,0.03600306436419487,0.0,3599,0.03600306436419487,
22,,,3610,,0.03422890976071358
23,0.19227029383182526,0.0,3649,0.19227029383182526,
23,0.2820240557193756,0.0,3699,0.2820240557193756,
23,0.10622471570968628,0.010922721587121487,3749,0.11714743822813034,
23,,,3767,,0.03707049787044525
24,0.3685453534126282,0.0002355883625568822,3799,0.3687809407711029,
24,0.035212211310863495,0.0,3849,0.035212211310863495,
24,0.2178480476140976,0.0,3899,0.2178480476140976,
24,,,3924,,0.01418815553188324
25,0.0638577863574028,0.0,3949,0.0638577863574028,
25,0.0,0.0,3999,0.0,
25,0.0,0.0,4049,0.0,
25,,,4081,,0.032530527561903
26,0.09679219871759415,0.02227211743593216,4099,0.1190643161535263,
26,0.0,0.0,4149,0.0,
26,0.0,0.0,4199,0.0,
26,,,4238,,0.10286271572113037
27,0.5103888511657715,0.0,4249,0.5103888511657715,
27,0.01779896952211857,0.0,4299,0.01779896952211857,
27,0.05005663260817528,0.0,4349,0.05005663260817528,
27,,,4395,,0.07172467559576035
28,0.1392400711774826,0.04048161208629608,4399,0.1797216832637787,
28,0.09020211547613144,0.0,4449,0.09020211547613144,
28,0.0,0.0,4499,0.0,
28,0.09455454349517822,0.0,4549,0.09455454349517822,
28,,,4552,,0.010853741317987442
29,0.0,0.0,4599,0.0,
29,0.011508623138070107,0.016005678102374077,4649,0.027514301240444183,
29,0.008568689227104187,0.0,4699,0.008568689227104187,
29,,,4709,,0.03185266628861427
