epoch,loss_control,loss_decrease,loss_positive,step,train_loss,val_loss
0,0.0,0.0024146747309714556,0.005204805172979832,49,10.042790412902832,
0,0.0,0.0011574294185265899,0.0008179012220352888,99,3.1401047706604004,
0,0.0,0.0011534281075000763,0.00095772510394454,149,3.271301746368408,
0,0.0,0.0008028822485357523,0.00029060334782116115,199,1.9028595685958862,
0,0.0,0.0012961317552253604,0.0016116765327751637,249,4.2114410400390625,
0,0.0,0.000914217671379447,0.0025237840600311756,299,4.358470916748047,
0,,,,312,,1.497249722480774
1,0.0,0.001474275253713131,0.000906946137547493,349,3.864872455596924,
1,0.0,0.0012825302546843886,0.0010777076240628958,399,3.649956703186035,
1,0.0,0.0013929493725299835,0.0011127610923722386,449,3.9063169956207275,
1,0.0,0.000631821108981967,0.0005397190107032657,499,1.8099241256713867,
1,0.0,0.0007026133826002479,0.0013520948123186827,549,2.764822244644165,
1,0.0,0.0007008267566561699,0.001013108529150486,599,2.420968770980835,
1,,,,625,,0.5524184107780457
2,0.0,0.0007721239235252142,0.0016911514103412628,649,3.243056297302246,
2,0.0,0.000751368934288621,0.0012395135127007961,699,2.7489709854125977,
2,0.0,0.0008513377979397774,0.002212703227996826,749,3.9219424724578857,
2,0.0,0.00028825271874666214,0.0002544167509768158,799,0.8356101512908936,
2,0.0,0.0005827923305332661,0.0012895441614091396,849,2.459817409515381,
2,0.0,0.0005253690178506076,0.0007425065850839019,899,1.7988708019256592,
2,,,,938,,0.4592318534851074
3,0.0,0.0005496476078405976,0.0031223995611071587,949,4.227633476257324,
3,0.0,0.0005137990810908377,0.0010949765564873815,999,2.1267943382263184,
3,0.0,0.0006192755536176264,0.001315234461799264,1049,2.560007095336914,
3,0.0,0.00015503293252550066,5.6869888794608414e-05,1099,0.37099847197532654,
3,0.0,0.0006142264464870095,0.001224361825734377,1149,2.457503080368042,
3,0.0,0.0006275943014770746,0.0009991787374019623,1199,2.259368419647217,
3,0.0,0.0005237766308709979,7.268475019373e-05,1249,1.1256648302078247,
3,,,,1251,,0.44812142848968506
4,0.0,0.0005293577560223639,0.0005113528459332883,1299,1.576160192489624,
4,0.0,0.0003608768165577203,0.00022270108456723392,1349,0.9486740827560425,
4,0.0,0.000693516107276082,0.0018325657583773136,1399,3.2253804206848145,
4,0.0,0.0009065247140824795,0.0008564864983782172,1449,2.674344539642334,
4,0.0,0.000556949176825583,0.00019981610239483416,1499,1.3184021711349487,
4,0.0,0.00031072806450538337,0.00033709127455949783,1549,0.9638601541519165,
4,,,,1564,,0.44424235820770264
5,0.0,0.00014448139700107276,0.0005256146541796625,1599,0.8181717395782471,
5,0.0,0.00046273894258774817,0.0002979116979986429,1649,1.2277586460113525,
5,0.0,0.00020639144349843264,0.00011878852092195302,1699,0.5353301763534546,
5,0.0,0.0002478283131495118,0.00021798606030642986,1749,0.7175493240356445,
5,0.0,0.00047147925943136215,0.00025159408687613904,1799,1.1987171173095703,
5,0.0,0.00021416094386950135,0.00019353990501258522,1849,0.6256120800971985,
5,,,,1877,,0.5024223923683167
6,0.0,0.00029451909358613193,0.00036895263474434614,1899,0.9618974328041077,
6,0.0,0.00028864017804153264,0.0003987837117165327,1949,0.9798146486282349,
6,0.0,0.0005064064753241837,0.0006371157942339778,1999,1.6543042659759521,
6,0.0,0.00023231955128721893,0.00041954609332606196,2049,0.8880919814109802,
6,0.0,0.0003036448615603149,0.00014335056766867638,2099,0.7545468211174011,
6,0.0,0.0004349756345618516,0.00023268409131560475,2149,1.1077919006347656,
6,,,,2190,,0.24610283970832825
7,0.0,0.00012709693692158908,6.227801350178197e-06,2199,0.26385924220085144,
7,0.0,0.0003286284045316279,2.2362339223036543e-05,2249,0.6839944124221802,
7,0.0,0.00014006588025949895,0.00014241176540963352,2299,0.4258250594139099,
7,0.0,0.00025953142903745174,5.003291153116152e-05,2349,0.5723772048950195,
7,0.0,0.0002233868435723707,0.00010702855797717348,2399,0.5572332143783569,
7,0.0,0.0003650499857030809,0.00011173677194165066,2449,0.8473058342933655,
