epoch,loss_control,loss_decrease,loss_positive,step,train_loss,val_loss
0,0.0,0.11559122055768967,0.1118764653801918,49,0.22746768593788147,
0,0.0,0.044132012873888016,0.1605876088142395,99,0.20471961796283722,
0,0.0,0.056852567940950394,0.07161130756139755,149,0.12846387922763824,
0,,,,187,,0.047858335077762604
1,0.0,0.1489294469356537,0.00729355588555336,199,0.15622299909591675,
1,0.0,0.002710251836106181,0.018388845026493073,249,0.021099096164107323,
1,0.0,0.013925455510616302,0.0,299,0.013925455510616302,
1,0.0,0.014447485096752644,0.0,349,0.014447485096752644,
1,,,,375,,0.0393046960234642
2,0.0,0.0071139344945549965,0.05754094943404198,399,0.0646548867225647,
2,0.0,0.1525416076183319,0.06350384652614594,449,0.21604545414447784,
2,0.0,0.025999320670962334,0.0,499,0.025999320670962334,
2,0.0,0.05009495094418526,0.019880909472703934,549,0.06997586041688919,
2,,,,563,,0.01355268619954586
3,0.0,0.050898510962724686,0.07983369380235672,599,0.1307322084903717,
3,0.0,0.005174566525965929,0.0,649,0.005174566525965929,
3,0.0,0.009303603321313858,0.027630969882011414,699,0.03693457320332527,
3,0.0,0.023160666227340698,0.008188159205019474,749,0.0313488245010376,
3,,,,751,,0.04112086817622185
4,0.0,0.0023990427143871784,0.0,799,0.0023990427143871784,
4,0.0,0.013985228724777699,0.033616986125707626,849,0.04760221391916275,
4,0.0,0.005775492172688246,0.0,899,0.005775492172688246,
4,,,,939,,0.026931636035442352
5,0.0,0.059107258915901184,0.05000491440296173,949,0.10911217331886292,
5,0.0,0.008354317396879196,0.0,999,0.008354317396879196,
5,0.0,0.001533472677692771,0.0,1049,0.001533472677692771,
5,0.0,0.026183344423770905,0.0,1099,0.026183344423770905,
5,,,,1127,,0.007948121055960655
6,0.0,0.056415457278490067,0.0,1149,0.056415457278490067,
6,0.0,0.001904120552353561,0.020141981542110443,1199,0.022046102210879326,
6,0.0,0.006263216026127338,0.07937631011009216,1249,0.08563952893018723,
6,0.0,0.00236628414131701,0.0338609553873539,1299,0.03622724115848541,
6,,,,1315,,0.007595341186970472
7,0.0,0.0,0.0,1349,0.0,
7,0.0,0.02523953840136528,0.04408448934555054,1399,0.06932403147220612,
7,0.0,0.001900781411677599,0.06479226797819138,1449,0.06669305264949799,
7,0.0,0.021516967564821243,0.0,1499,0.021516967564821243,
7,,,,1503,,0.008683711290359497
8,0.0,0.0006826136959716678,0.0,1549,0.0006826136959716678,
8,0.0,0.010734626092016697,0.0,1599,0.010734626092016697,
8,0.0,0.009209688752889633,0.09334217011928558,1649,0.10255186259746552,
8,,,,1691,,0.015413600951433182
9,0.0,0.01229899749159813,0.0,1699,0.01229899749159813,
9,0.0,0.003023057710379362,0.03454265370965004,1749,0.03756571188569069,
9,0.0,0.019264522939920425,0.02290242351591587,1799,0.042166948318481445,
9,0.0,0.019102219492197037,0.001953478204086423,1849,0.02105569839477539,
9,,,,1879,,0.01084569189697504
10,0.0,0.00011068535241065547,0.012739517726004124,1899,0.01285020262002945,
10,0.0,0.002576458966359496,0.0,1949,0.002576458966359496,
10,0.0,0.0,0.0,1999,0.0,
10,0.0,0.0,0.0,2049,0.0,
10,,,,2067,,0.004804712720215321
11,0.0,0.004792899824678898,0.0,2099,0.004792899824678898,
11,0.0,0.0,0.010011451318860054,2149,0.010011451318860054,
11,0.0,0.011708011850714684,0.005824964493513107,2199,0.01753297634422779,
11,0.0,0.01863962784409523,0.0005524537991732359,2249,0.019192080944776535,
11,,,,2255,,0.010464795865118504
12,0.0,0.0005758041515946388,0.0,2299,0.0005758041515946388,
12,0.0,0.004662795457988977,0.0,2349,0.004662795457988977,
12,0.0,0.019266566261649132,0.0,2399,0.019266566261649132,
12,,,,2443,,0.013935456052422523
13,0.0,0.0025885163340717554,0.015639938414096832,2449,0.018228454515337944,
13,0.0,0.003501080209389329,0.0,2499,0.003501080209389329,
13,0.0,0.034312885254621506,0.03465539962053299,2549,0.0689682811498642,
13,0.0,0.003364954376593232,0.023473473265767097,2599,0.026838427409529686,
13,,,,2631,,0.004121697042137384
14,0.0,0.0,0.0023300964385271072,2649,0.0023300964385271072,
14,0.0,0.013263208791613579,0.0,2699,0.013263208791613579,
14,0.0,0.006675396114587784,0.0,2749,0.006675396114587784,
14,0.0,0.04126196354627609,0.0,2799,0.04126196354627609,
14,,,,2819,,0.011274760589003563
15,0.0,0.0282257292419672,0.02057000622153282,2849,0.04879573732614517,
15,0.0,0.00348561885766685,0.02780219539999962,2899,0.03128781542181969,
15,0.0,0.0,0.0,2949,0.0,
15,0.0,0.0,0.013938450254499912,2999,0.013938450254499912,
15,,,,3007,,0.004321190528571606
16,0.0,0.03849180042743683,0.0,3049,0.03849180042743683,
16,0.0,0.0,0.0,3099,0.0,
16,0.0,0.004206440877169371,0.0,3149,0.004206440877169371,
16,,,,3195,,0.00368982320651412
17,0.0,0.0037260898388922215,0.0,3199,0.0037260898388922215,
17,0.0,0.0,0.0,3249,0.0,
17,0.0,0.0,0.005134517326951027,3299,0.005134517326951027,
17,0.0,0.016343727707862854,0.0,3349,0.016343727707862854,
