epoch,step,train_loss
0,49,42.33375549316406
0,99,0.028161730617284775
0,149,0.02507224678993225
0,199,0.00436821673065424
0,249,3.4565986425150186e-05
0,299,0.0021565959323197603
0,349,0.0
0,399,0.012209510430693626
0,449,0.0
0,499,0.0014986686874181032
