epoch,loss_decrease,loss_positive,step,train_loss,val_loss
0,7.560145378112793,0.08729145675897598,49,7.647436618804932,
0,8.634418487548828,0.13805101811885834,99,8.772469520568848,
0,2.791701555252075,0.017415864393115044,149,2.809117317199707,
0,,,156,,3.5986108779907227
1,1.9605178833007812,0.03026043437421322,199,1.9907783269882202,
1,3.3969273567199707,0.00990341603755951,249,3.4068307876586914,
1,4.279711723327637,0.07820406556129456,299,4.357915878295898,
1,,,313,,2.133474826812744
2,2.7601919174194336,0.003374787513166666,349,2.763566732406616,
2,2.880704641342163,0.02239448018372059,399,2.9030990600585938,
2,3.8308990001678467,0.027953512966632843,449,3.8588526248931885,
2,,,470,,2.114919900894165
3,2.769901752471924,0.007195858750492334,499,2.777097702026367,
3,1.2851184606552124,0.01241737324744463,549,1.29753577709198,
3,1.5897941589355469,0.0,599,1.5897941589355469,
3,,,627,,3.7982587814331055
4,1.4366599321365356,0.006165672559291124,649,1.4428255558013916,
4,2.352769136428833,0.023712527006864548,699,2.376481771469116,
4,0.8260170221328735,0.0030903848819434643,749,0.829107403755188,
4,,,784,,0.7928350567817688
5,0.6119255423545837,0.0,799,0.6119255423545837,
5,0.8179634809494019,0.044065915048122406,849,0.8620293736457825,
5,0.608514666557312,0.03776094317436218,899,0.6462756395339966,
5,,,941,,1.4659645557403564
6,1.0054651498794556,4.1505460103508085e-05,949,1.0055066347122192,
6,0.4621044099330902,0.020881345495581627,999,0.4829857647418976,
6,0.010646158829331398,0.0,1049,0.010646158829331398,
6,,,1098,,0.38500356674194336
7,0.7001376748085022,0.004930698778480291,1099,0.7050683498382568,
7,0.732196033000946,0.0,1149,0.732196033000946,
7,0.3816104829311371,0.0001465593813918531,1199,0.38175705075263977,
7,1.0583033561706543,0.04856730252504349,1249,1.1068706512451172,
7,,,1255,,0.6928575038909912
8,0.6243910193443298,0.010800760239362717,1299,0.635191798210144,
8,2.9453306198120117,0.161240816116333,1349,3.1065714359283447,
8,0.5695655345916748,0.017352866008877754,1399,0.5869184136390686,
8,,,1412,,1.1625701189041138
9,0.8928390741348267,0.031564000993967056,1449,0.9244030714035034,
9,1.1463086605072021,0.014443183317780495,1499,1.1607518196105957,
9,0.23022201657295227,0.004515085835009813,1549,0.2347370982170105,
9,,,1569,,0.8792135119438171
10,0.08319245278835297,0.0019574554171413183,1599,0.08514990657567978,
10,0.2210439145565033,0.005096352659165859,1649,0.22614026069641113,
10,0.16004101932048798,0.003101280191913247,1699,0.16314229369163513,
10,,,1726,,0.3292432725429535
11,0.4699716567993164,0.004651952069252729,1749,0.4746236205101013,
11,0.15541300177574158,0.009048167616128922,1799,0.1644611656665802,
11,0.13733996450901031,0.0,1849,0.13733996450901031,
11,,,1883,,0.09801091253757477
12,0.3252164423465729,0.0,1899,0.3252164423465729,
12,0.12858594954013824,0.021253203973174095,1949,0.1498391479253769,
12,0.12034538388252258,0.0012773938942700624,1999,0.12162277847528458,
12,,,2040,,0.3505430221557617
13,0.08465711027383804,0.0,2049,0.08465711027383804,
13,0.4264514148235321,0.0,2099,0.4264514148235321,
13,0.0588872991502285,0.0,2149,0.0588872991502285,
13,,,2197,,0.08162553608417511
14,0.12260717898607254,0.0005602819728665054,2199,0.12316746264696121,
14,0.147969052195549,0.0009573022252880037,2249,0.14892634749412537,
14,0.296024352312088,0.009849900379776955,2299,0.3058742582798004,
14,0.63998943567276,0.0,2349,0.63998943567276,
14,,,2354,,0.2499091625213623
15,0.16830183565616608,0.016773823648691177,2399,0.18507565557956696,
15,0.13175149261951447,0.0022827093489468098,2449,0.1340342015028,
15,0.5485763549804688,0.015782702714204788,2499,0.5643590688705444,
15,,,2511,,2.610368490219116
16,0.604148805141449,0.006955388467758894,2549,0.6111041903495789,
16,0.13023541867733002,0.0,2599,0.13023541867733002,
16,0.0560246966779232,0.0069828638806939125,2649,0.06300756335258484,
16,,,2668,,0.10456489771604538
17,0.05654440075159073,0.0,2699,0.05654440075159073,
17,0.13100779056549072,0.005579343996942043,2749,0.13658712804317474,
17,0.03926293924450874,0.0,2799,0.03926293924450874,
17,,,2825,,0.23796550929546356
18,0.10593641549348831,0.0,2849,0.10593641549348831,
18,0.030847953632473946,0.021622445434331894,2899,0.05247040092945099,
18,0.4737063944339752,0.0,2949,0.4737063944339752,
18,,,2982,,1.107324242591858
19,1.1460336446762085,0.0,2999,1.1460336446762085,
19,0.016619816422462463,0.013431319035589695,3049,0.030051134526729584,
19,0.10218354314565659,0.0,3099,0.10218354314565659,
19,,,3139,,0.9824655652046204
20,0.4391515254974365,0.0,3149,0.4391515254974365,
20,0.13095611333847046,0.0,3199,0.13095611333847046,
20,0.09173060208559036,0.0040368069894611835,3249,0.09576740860939026,
20,,,3296,,0.05168157443404198
21,0.0,0.0031212964095175266,3299,0.0031212964095175266,
21,0.023976892232894897,0.0,3349,0.023976892232894897,
21,0.05221283435821533,0.0,3399,0.05221283435821533,
21,0.2206205129623413,0.009971662424504757,3449,0.23059217631816864,
21,,,3453,,0.07593131065368652
22,0.0,0.018088199198246002,3499,0.018088199198246002,
22,0.0,0.0,3549,0.0,
22,0.044748298823833466,0.0,3599,0.044748298823833466,
22,,,3610,,0.10546834021806717
23,0.06370298564434052,0.0,3649,0.06370298564434052,
23,0.06900446861982346,0.0,3699,0.06900446861982346,
23,0.0,0.0,3749,0.0,
23,,,3767,,0.1616588830947876
24,0.43153858184814453,0.0,3799,0.43153858184814453,
24,0.259353905916214,0.005385864060372114,3849,0.2647397816181183,
24,0.0,0.002891533775255084,3899,0.002891533775255084,
24,,,3924,,0.09641715884208679
25,0.0,0.0,3949,0.0,
25,0.23934577405452728,0.0010696062818169594,3999,0.24041537940502167,
25,0.06545792520046234,0.0,4049,0.06545792520046234,
25,,,4081,,0.043091580271720886
26,0.058695387095212936,0.0,4099,0.058695387095212936,
26,0.007544571068137884,0.0,4149,0.007544571068137884,
